,image_name,Good,Usable,Reject
3882,4864_left,0.98759127,0.009964849,0.008266389
3883,4864_right,0.98759127,0.0099648535,0.008266386
3884,4869_left,0.037134066,0.90625566,0.098022565
3885,4869_right,0.02018446,0.5921125,0.45962438
3886,4876_left,0.045491,0.9406766,0.05559525
3887,4876_right,0.0442817,0.934793,0.06060994
3888,4878_left,0.98484623,0.012291087,0.0082032
3889,4878_right,0.9851081,0.011859634,0.008402474
3890,4884_left,0.98152465,0.014160805,0.010397269
3891,4884_right,0.98759115,0.00996483,0.008266409
3892,4885_left,0.020858083,0.3182215,0.75419647
3893,4885_right,0.037864085,0.82180214,0.18855524
3894,4886_left,0.054186154,0.5833929,0.3353213
3895,4886_right,0.11883059,0.8694687,0.02957002
3896,4887_left,0.02451288,0.043461673,0.95062006
3897,4887_right,0.024668556,0.0389928,0.9543255
3898,4892_left,0.98211426,0.014321459,0.009666071
3899,4892_right,0.98606396,0.011278514,0.008251357
3900,4899_left,0.97784984,0.019213546,0.008204655
3901,4899_right,0.98686326,0.010672017,0.008078906
3902,4901_left,0.044025593,0.9338902,0.059577283
3903,4901_right,0.15211137,0.80040145,0.059011962
3904,4902_left,0.043173365,0.9054418,0.078307085
3905,4902_right,0.045751695,0.9352213,0.0601525
3906,4903_left,0.9732723,0.021660384,0.010818229
3907,4903_right,0.98759115,0.00996498,0.00826637
3908,4904_left,0.043596193,0.94480807,0.05611936
3909,4904_right,0.98579025,0.011610323,0.008256228
3910,4909_left,0.024708575,0.039170414,0.9541339
3911,4909_right,0.029039165,0.12881905,0.85513836
3912,4911_left,0.98759127,0.0099648535,0.008266386
3913,4911_right,0.98759127,0.009964834,0.008266405
3914,4914_left,0.050388627,0.94211364,0.04917871
3915,4914_right,0.443958,0.51123154,0.019216312
3916,4915_left,0.98759127,0.0099648535,0.008266386
3917,4915_right,0.98759115,0.009964938,0.008266397
3918,4916_left,0.3060304,0.66443557,0.020304069
3919,4916_right,0.9768769,0.017041115,0.009263457
3920,4917_left,0.98759127,0.0099648535,0.008266386
3921,4917_right,0.98759127,0.009964849,0.008266386
3922,4919_left,0.9790962,0.016809769,0.010427993
3923,4919_right,0.94897115,0.044971745,0.009622885
3924,4922_left,0.04779543,0.9091155,0.07079534
3925,4922_right,0.07274633,0.9102293,0.048599895
3926,4928_left,0.07705165,0.913713,0.03738773
3927,4928_right,0.70167905,0.24868363,0.013313762
3928,4930_left,0.053437855,0.61103755,0.2709253
3929,4930_right,0.025454145,0.046976775,0.9448529
3930,4931_left,0.024706712,0.038971998,0.95428705
3931,4931_right,0.02459424,0.039580803,0.953656
3932,4933_left,0.9124645,0.06916356,0.016070519
3933,4933_right,0.025248773,0.040031467,0.95207435
3934,4936_left,0.45053905,0.46382788,0.05118013
3935,4936_right,0.9875897,0.009965893,0.008267073
3936,4937_left,0.98759127,0.0099648535,0.008266386
3937,4937_right,0.987591,0.009965084,0.008266342
3938,4939_left,0.9832339,0.013614258,0.008977712
3939,4939_right,0.98155415,0.014567204,0.010104662
3940,4941_left,0.03566776,0.8094154,0.17601842
3941,4941_right,0.024669541,0.03894638,0.9543826
3942,4946_left,0.04190359,0.8701556,0.10338579
3943,4946_right,0.040008385,0.8589902,0.13385
3944,4951_left,0.9875825,0.009973556,0.008265057
3945,4951_right,0.98755556,0.009965066,0.008290227
3946,4953_left,0.096813455,0.87111723,0.06286684
3947,4953_right,0.21202394,0.7092834,0.06294673
3948,4954_left,0.17572322,0.8031216,0.03191009
3949,4954_right,0.98755115,0.009956916,0.008291281
3950,4955_left,0.02593852,0.18189858,0.79313636
3951,4955_right,0.03754075,0.83120716,0.13507512
3952,4959_left,0.9875853,0.009970185,0.008266245
3953,4959_right,0.9872821,0.010251214,0.008262254
3954,4965_left,0.025027988,0.040536713,0.9521555
3955,4965_right,0.024921488,0.039154444,0.9537335
3956,4967_left,0.042181913,0.9158041,0.07719039
3957,4967_right,0.024004025,0.044754364,0.9503618
3958,4969_left,0.029767377,0.36289534,0.5540573
3959,4969_right,0.042328883,0.8220257,0.12162406
3960,4970_left,0.025110267,0.5425102,0.49191162
3961,4970_right,0.025110103,0.044323064,0.9470549
3962,4972_left,0.97681946,0.019875605,0.008641825
3963,4972_right,0.043647658,0.94982594,0.050986875
3964,4973_left,0.03264787,0.0883167,0.87173975
3965,4973_right,0.020818856,0.082729146,0.91564524
3966,4980_left,0.037346072,0.9024443,0.09109341
3967,4980_right,0.04336751,0.94006836,0.05759957
3968,4984_left,0.9825183,0.013769841,0.009587346
3969,4984_right,0.98550147,0.011938016,0.007950678
3970,4985_left,0.9819952,0.015264023,0.0077228774
3971,4985_right,0.9851243,0.012250671,0.008254901
3972,4987_left,0.98759115,0.009964905,0.008266386
3973,4987_right,0.9875515,0.010003106,0.008260996
3974,4990_left,0.0426219,0.9429144,0.058006458
3975,4990_right,0.03131679,0.8933766,0.1239815
3976,4992_left,0.040661618,0.9407742,0.062112264
3977,4992_right,0.0397297,0.9336871,0.070675164
3978,4997_left,0.07288676,0.91619647,0.04312166
3979,4997_right,0.33760017,0.63646615,0.02790276
3980,4998_left,0.9874455,0.010100632,0.008246258
3981,4998_right,0.42161632,0.5807166,0.019427348
3982,4999_left,0.037362467,0.84742695,0.12166008
3983,4999_right,0.0294594,0.7697641,0.19867378
3984,5004_left,0.024666168,0.038949966,0.95438075
3985,5004_right,0.024037417,0.045265846,0.95017505
3986,5007_left,0.9875759,0.009975622,0.008268497
3987,5007_right,0.953046,0.040101945,0.01102062
3988,5008_left,0.102307975,0.87076205,0.050818454
3989,5008_right,0.04280881,0.9471243,0.05366644
3990,5009_left,0.9875871,0.009964058,0.008268923
3991,5009_right,0.9875873,0.009964726,0.008268305
3992,5010_left,0.9325143,0.0635462,0.0076750247
3993,5010_right,0.96048486,0.031045668,0.012431018
3994,5013_left,0.75994456,0.25765508,0.0072584916
3995,5013_right,0.9875717,0.009981048,0.008266389
3996,5014_left,0.9476685,0.050305717,0.0074074795
3997,5014_right,0.98759115,0.009964915,0.00826637
3998,5015_left,0.9875887,0.009965691,0.008267691
3999,5015_right,0.98759115,0.009964834,0.008266444
4000,5018_left,0.8297853,0.14593251,0.014441233
4001,5018_right,0.9499158,0.040506754,0.014468718
4002,5019_left,0.02468041,0.038916558,0.9543837
4003,5019_right,0.024674281,0.039159287,0.95415616
4004,5021_left,0.3007625,0.63209987,0.035547618
4005,5021_right,0.04250123,0.93188876,0.06390773
4006,5023_left,0.04479947,0.9485984,0.050464198
4007,5023_right,0.98282826,0.0135470135,0.009263355
4008,5024_left,0.046102572,0.94749284,0.04934801
4009,5024_right,0.044679638,0.9381795,0.057707027
4010,5029_left,0.9862744,0.011168543,0.008194182
4011,5029_right,0.79218006,0.02626974,0.20339759
4012,5032_left,0.98759115,0.009964895,0.008266374
4013,5032_right,0.98759127,0.009964849,0.008266389
4014,5033_left,0.02637703,0.22239363,0.794402
4015,5033_right,0.043133553,0.94972557,0.051528282
4016,5035_left,0.06856152,0.8993298,0.059003726
4017,5035_right,0.056243468,0.9294236,0.052473146
4018,5039_left,0.06492317,0.9263837,0.04723527
4019,5039_right,0.04403878,0.9458104,0.05289805
4020,5041_left,0.09141992,0.90185386,0.037265953
4021,5041_right,0.9874587,0.010092697,0.008254315
4022,5042_left,0.9617444,0.02925239,0.01271996
4023,5042_right,0.9662318,0.025948582,0.012391853
4024,5044_left,0.9862018,0.011166137,0.008349412
4025,5044_right,0.46299592,0.52557343,0.016056191
4026,5045_left,0.026334848,0.04973616,0.9411956
4027,5045_right,0.56281567,0.13511546,0.16968322
4028,5047_left,0.9875897,0.009966261,0.008265858
4029,5047_right,0.987478,0.0100882435,0.008214031
4030,5049_left,0.9868766,0.0105216475,0.008484541
4031,5049_right,0.9874916,0.010045922,0.008281019
4032,5052_left,0.044161882,0.9496684,0.050199814
4033,5052_right,0.045198426,0.94798476,0.05057417
4034,5054_left,0.04038493,0.86866575,0.12864889
4035,5054_right,0.83569026,0.094803356,0.045939323
4036,5058_left,0.096293725,0.8987195,0.03784578
4037,5058_right,0.97720224,0.017741658,0.009583018
4038,5059_left,0.98759115,0.009964895,0.008266417
4039,5059_right,0.98759127,0.009964849,0.008266389
4040,5061_left,0.9874334,0.010074805,0.008329005
4041,5061_right,0.986782,0.010509367,0.008590545
4042,5062_left,0.045060065,0.9476455,0.051026322
4043,5062_right,0.9363315,0.0583621,0.009399674
4044,5063_left,0.98501956,0.012164853,0.008529143
4045,5063_right,0.9875301,0.009923269,0.008311839
4046,5065_left,0.057268173,0.9374023,0.047435742
4047,5065_right,0.023101404,0.09405864,0.9013198
4048,5066_left,0.98758996,0.009965705,0.008266738
4049,5066_right,0.7670854,0.20920269,0.0077114487
4050,5067_left,0.024658024,0.038940452,0.95440745
4051,5067_right,0.024655307,0.038937714,0.9544144
4052,5070_left,0.987415,0.009922941,0.0084114345
4053,5070_right,0.9875488,0.009982996,0.008286303
4054,5071_left,0.02490688,0.040211655,0.952832
4055,5071_right,0.3642709,0.45157504,0.07714655
4056,5073_left,0.8967109,0.08477959,0.018402632
4057,5073_right,0.91796666,0.06779971,0.01645922
4058,5075_left,0.041354593,0.8949184,0.10324604
4059,5075_right,0.98740745,0.010120996,0.00828188
4060,5082_left,0.9720429,0.02212479,0.010981187
4061,5082_right,0.05580735,0.9235043,0.06410193
4062,5083_left,0.9849749,0.01170323,0.008850864
4063,5083_right,0.98736995,0.010168069,0.008263403
4064,5084_left,0.02494389,0.041920796,0.95042676
4065,5084_right,0.043662004,0.9462621,0.053808555
4066,5086_left,0.106478296,0.75978,0.105381
4067,5086_right,0.121745065,0.7350004,0.103604145
4068,5088_left,0.76426286,0.2024132,0.025242977
4069,5088_right,0.04071226,0.9269858,0.072183914
4070,5089_left,0.98759127,0.0099648535,0.008266386
4071,5089_right,0.9875901,0.009964138,0.008267226
4072,5090_left,0.04858308,0.94485044,0.047870874
4073,5090_right,0.07054292,0.9239421,0.035508256
4074,5092_left,0.40965804,0.55986524,0.03669818
4075,5092_right,0.57858276,0.3649711,0.017240273
4076,5095_left,0.043264292,0.9488882,0.05219169
4077,5095_right,0.11189511,0.8814552,0.029335346
4078,5096_left,0.038444206,0.91762626,0.07637678
4079,5096_right,0.039282598,0.7913135,0.14698681
4080,5100_left,0.03759954,0.93154526,0.06801288
4081,5100_right,0.9365729,0.061301593,0.008358564
4082,5101_left,0.90356976,0.0864865,0.01255129
4083,5101_right,0.30682632,0.6531712,0.0319328
4084,5105_left,0.051687885,0.9334069,0.053808674
4085,5105_right,0.05616377,0.8924821,0.08134256
4086,5106_left,0.03587217,0.8561216,0.12026372
4087,5106_right,0.039435603,0.74913055,0.17584777
4088,5108_left,0.025045011,0.04071092,0.9522477
4089,5108_right,0.028291637,0.42197415,0.5332825
4090,5110_left,0.049757663,0.9294154,0.055350535
4091,5110_right,0.98758954,0.009965216,0.008267175
4092,5112_left,0.98758984,0.009963917,0.008267391
4093,5112_right,0.9875565,0.009995959,0.00826685
4094,5117_left,0.042749546,0.94868803,0.052897353
4095,5117_right,0.02649821,0.11516507,0.8720372
4096,5118_left,0.04344113,0.94687456,0.053803965
4097,5118_right,0.054341607,0.924233,0.056164216
4098,5128_left,0.0246365,0.03916861,0.9541671
4099,5128_right,0.055258814,0.9384337,0.045029227
4100,5131_left,0.024675027,0.03903761,0.95427793
4101,5131_right,0.05893635,0.7815139,0.15437154
4102,5134_left,0.98756975,0.009981096,0.008274317
4103,5134_right,0.9875802,0.009973941,0.008268559
4104,5137_left,0.9874992,0.010046898,0.008271394
4105,5137_right,0.9872399,0.0102654435,0.008317202
4106,5139_left,0.05625077,0.9332282,0.049818665
4107,5139_right,0.05441789,0.9372168,0.048484016
4108,5140_left,0.038148537,0.8140743,0.14114162
4109,5140_right,0.113701634,0.81077015,0.09106896
4110,5141_left,0.41328132,0.5622448,0.01700572
4111,5141_right,0.24745618,0.7387159,0.020264363
4112,5144_left,0.9337061,0.04826284,0.011597673
4113,5144_right,0.8067475,0.14837946,0.016347036
4114,5145_left,0.02421757,0.056469526,0.9421093
4115,5145_right,0.026187982,0.3911233,0.69977593
4116,5146_left,0.49722493,0.53118163,0.0200769
4117,5146_right,0.24889994,0.6817126,0.06647186
4118,5147_left,0.024667637,0.038953062,0.95438176
4119,5147_right,0.042656247,0.91657,0.084205195
4120,5149_left,0.98714775,0.010360816,0.008285797
4121,5149_right,0.98750603,0.009989869,0.008309195
4122,5153_left,0.02578581,0.07812908,0.9193005
4123,5153_right,0.026326144,0.173482,0.86823624
4124,5154_left,0.040909465,0.8636254,0.11303001
4125,5154_right,0.06338438,0.90065354,0.05849283
4126,5155_left,0.9875529,0.009983674,0.008281864
4127,5155_right,0.9875902,0.009964308,0.008267097
4128,5156_left,0.0246788,0.03895475,0.95434994
4129,5156_right,0.024622666,0.03927624,0.95407814
4130,5171_left,0.9841807,0.012514619,0.009164867
4131,5171_right,0.025320577,0.044789094,0.9478406
4132,5177_left,0.07757352,0.91608906,0.038340814
4133,5177_right,0.98688424,0.010626054,0.008247139
4134,5178_left,0.024655549,0.03893882,0.95441246
4135,5178_right,0.024656018,0.03893806,0.9544126
4136,5180_left,0.6126623,0.30592096,0.017443474
4137,5180_right,0.044125553,0.9439762,0.05451005
4138,5183_left,0.98759115,0.009964811,0.008266425
4139,5183_right,0.9875897,0.009964214,0.008267378
4140,5185_left,0.024663795,0.038929474,0.95440316
4141,5185_right,0.024698716,0.03903035,0.9542356
4142,5186_left,0.044247158,0.9464075,0.052211385
4143,5186_right,0.071633995,0.92188656,0.04343374
4144,5192_left,0.97898716,0.018295268,0.007896828
4145,5192_right,0.18119404,0.79809713,0.036515955
4146,5194_left,0.057565156,0.9142929,0.068488106
4147,5194_right,0.087849244,0.8983094,0.043036897
4148,5196_left,0.02467047,0.03916896,0.9542163
4149,5196_right,0.024658639,0.038946074,0.95440054
4150,5198_left,0.98291355,0.013454116,0.009489944
4151,5198_right,0.069898024,0.7112211,0.18564413
4152,5200_left,0.9456507,0.043904137,0.013774206
4153,5200_right,0.9647289,0.03141929,0.008610951
4154,5201_left,0.043276217,0.9480411,0.05246959
4155,5201_right,0.04299195,0.944085,0.05521431
4156,5203_left,0.987568,0.009981284,0.008274427
4157,5203_right,0.9812398,0.013869197,0.011928773
4158,5205_left,0.14907503,0.81686705,0.05614943
4159,5205_right,0.9451533,0.041961662,0.017266614
4160,5209_left,0.07251396,0.9126951,0.04730358
4161,5209_right,0.1919521,0.7964102,0.03320266
4162,5212_left,0.9869468,0.009773903,0.00867289
4163,5212_right,0.987591,0.009964778,0.008266491
4164,5213_left,0.054768506,0.92545193,0.05914146
4165,5213_right,0.04629433,0.93610185,0.058714714
4166,5215_left,0.046501987,0.91821384,0.07326525
4167,5215_right,0.041718353,0.8421716,0.12879117
4168,5219_left,0.9538792,0.03905112,0.0114060305
4169,5219_right,0.9255526,0.05938101,0.018184474
4170,5220_left,0.07524628,0.91506195,0.04150459
4171,5220_right,0.0457292,0.94764346,0.05018042
4172,5227_left,0.57525223,0.050246224,0.26645368
4173,5227_right,0.7174115,0.08293973,0.08167577
4174,5233_left,0.9875777,0.009975787,0.008269654
4175,5233_right,0.9875902,0.009965112,0.008266905
4176,5237_left,0.07082929,0.89170694,0.06401516
4177,5237_right,0.30023497,0.6314058,0.038181268
4178,5240_left,0.03272313,0.90803134,0.1102295
4179,5240_right,0.025166428,0.09572726,0.9016635
4180,5241_left,0.96606576,0.028522184,0.010224905
4181,5241_right,0.9809518,0.015755711,0.008806467
4182,5243_left,0.09896821,0.87034863,0.06268007
4183,5243_right,0.08042958,0.88067085,0.06670134
4184,5245_left,0.34127566,0.6906596,0.016182072
4185,5245_right,0.987591,0.009964769,0.008266534
4186,5250_left,0.025689004,0.044821866,0.9473822
4187,5250_right,0.025271421,0.042309217,0.9505277
4188,5255_left,0.98756856,0.009985772,0.008265002
4189,5255_right,0.98728347,0.010241006,0.008249554
4190,5257_left,0.042863064,0.94882977,0.052535035
4191,5257_right,0.044485375,0.9472393,0.05194212
4192,5258_left,0.024656272,0.038959607,0.95439553
4193,5258_right,0.02465431,0.03893981,0.9544153
4194,5259_left,0.98759115,0.009964948,0.0082663465
4195,5259_right,0.98759127,0.0099648535,0.008266386
4196,5260_left,0.57199013,0.43588272,0.014703226
4197,5260_right,0.11093239,0.88252896,0.031859092
4198,5267_left,0.043938715,0.94895256,0.05118833
4199,5267_right,0.038115665,0.8271088,0.14399026
4200,5274_left,0.041470945,0.774618,0.15314738
4201,5274_right,0.021660365,0.08269814,0.9152077
4202,5275_left,0.044490483,0.92127746,0.068655334
4203,5275_right,0.024660297,0.043129805,0.9511887
4204,5276_left,0.9872966,0.010197324,0.008312794
4205,5276_right,0.9760593,0.019219846,0.010144628
4206,5283_left,0.02479869,0.039685853,0.95350194
4207,5283_right,0.024678044,0.03898216,0.9543305
4208,5284_left,0.98759127,0.0099648535,0.008266386
4209,5284_right,0.98759127,0.009964858,0.008266393
4210,5285_left,0.98759127,0.0099648535,0.008266389
4211,5285_right,0.98756427,0.0099611515,0.008282718
4212,5288_left,0.038807113,0.85969394,0.14173208
4213,5288_right,0.98706216,0.01034296,0.008450168
4214,5291_left,0.042271703,0.9064578,0.08661237
4215,5291_right,0.039071828,0.89675206,0.10820041
4216,5293_left,0.987591,0.009964962,0.008266358
4217,5293_right,0.98759127,0.009964849,0.008266386
4218,5295_left,0.024968669,0.039655015,0.9532139
4219,5295_right,0.025234314,0.040174056,0.95233124
4220,5296_left,0.9875909,0.009964787,0.008266569
4221,5296_right,0.036063366,0.09573003,0.8884659
4222,5298_left,0.04222821,0.8696976,0.12087694
4223,5298_right,0.09423239,0.903938,0.03687806
4224,5303_left,0.03068644,0.19901453,0.7744112
4225,5303_right,0.030786056,0.14145598,0.84337234
4226,5304_left,0.04548558,0.9478714,0.050084487
4227,5304_right,0.9864442,0.010834881,0.008664236
4228,5305_left,0.02734869,0.11938872,0.85836524
4229,5305_right,0.9350572,0.05468787,0.012305602
4230,5308_left,0.04119195,0.83219236,0.12907544
4231,5308_right,0.025672043,0.04011711,0.9517641
4232,5309_left,0.9846,0.012531278,0.008122473
4233,5309_right,0.98700804,0.010372243,0.008458039
4234,5315_left,0.98759127,0.00996484,0.008266413
4235,5315_right,0.9875787,0.00996634,0.008274301
4236,5316_left,0.98589116,0.011245817,0.008863334
4237,5316_right,0.9797091,0.015409597,0.011807221
4238,5318_left,0.9874342,0.01010592,0.008268653
4239,5318_right,0.9864222,0.0107059125,0.008826623
4240,5319_left,0.98759127,0.009964849,0.008266386
4241,5319_right,0.98758984,0.009965066,0.0082668625
4242,5324_left,0.98759115,0.009964811,0.008266448
4243,5324_right,0.98502016,0.012472697,0.0075370762
4244,5329_left,0.043503195,0.9479099,0.05234816
4245,5329_right,0.42322573,0.52940506,0.04368897
4246,5332_left,0.043440815,0.95029354,0.050785527
4247,5332_right,0.98759115,0.0099649895,0.008266315
4248,5336_left,0.043508768,0.9495179,0.05122572
4249,5336_right,0.05283003,0.937799,0.050498895
4250,5340_left,0.92876333,0.06263665,0.010994992
4251,5340_right,0.98207927,0.0146095725,0.008945992
4252,5342_left,0.060844608,0.92741925,0.0466447
4253,5342_right,0.13135242,0.86146134,0.029376067
4254,5343_left,0.9875886,0.00996777,0.008264955
4255,5343_right,0.1396089,0.84381074,0.030568833
4256,5344_left,0.025108492,0.04214711,0.9505771
4257,5344_right,0.023924181,0.07591315,0.930134
4258,5346_left,0.040838897,0.92857015,0.06833564
4259,5346_right,0.04060108,0.8505839,0.11370496
4260,5349_left,0.03309733,0.57835156,0.37429318
4261,5349_right,0.027181448,0.16249631,0.83931464
4262,5352_left,0.9875737,0.0099820485,0.008264032
4263,5352_right,0.9875488,0.010004551,0.008264712
4264,5355_left,0.98454547,0.012591694,0.008580929
4265,5355_right,0.9860118,0.011310325,0.008475091
4266,5358_left,0.9875373,0.009987652,0.008298589
4267,5358_right,0.98759127,0.009964849,0.008266389
4268,5361_left,0.9733944,0.02142686,0.008989429
4269,5361_right,0.1863498,0.7963868,0.025906494
4270,5365_left,0.03999687,0.930205,0.071831636
4271,5365_right,0.042960804,0.9441491,0.05612338
4272,5367_left,0.9872263,0.01025403,0.00835858
4273,5367_right,0.9875552,0.0099928025,0.00827429
4274,5368_left,0.057141412,0.9350054,0.0456503
4275,5368_right,0.33513108,0.62116355,0.02386458
4276,5380_left,0.98759127,0.00996484,0.008266405
4277,5380_right,0.9875897,0.009964444,0.008267328
4278,5383_left,0.9780627,0.019127095,0.0074640797
4279,5383_right,0.9866071,0.010813347,0.008337687
4280,5385_left,0.96954644,0.024326088,0.01187908
4281,5385_right,0.8015687,0.18687773,0.018729491
4282,5386_left,0.8637124,0.11657904,0.017442133
4283,5386_right,0.5004161,0.45216355,0.038475577
4284,5387_left,0.98734415,0.0101598995,0.008336697
4285,5387_right,0.98759127,0.009964863,0.008266386
4286,5391_left,0.104639016,0.87375766,0.04851374
4287,5391_right,0.98745906,0.0100715095,0.008291853
4288,5392_left,0.037815813,0.9253232,0.07107301
4289,5392_right,0.026088877,0.22643009,0.747669
4290,5394_left,0.19610628,0.80037415,0.028998805
4291,5394_right,0.22847252,0.77719265,0.02254673
4292,5396_left,0.043617643,0.9443266,0.054314293
4293,5396_right,0.042912867,0.9488052,0.05226821
4294,5404_left,0.041815616,0.9416737,0.058518726
4295,5404_right,0.042980365,0.9480035,0.05293459
4296,5406_left,0.9864535,0.011020855,0.00824354
4297,5406_right,0.025215898,0.041251663,0.9513918
4298,5407_left,0.98759127,0.009964858,0.008266389
4299,5407_right,0.9875525,0.00999251,0.008279597
4300,5409_left,0.987591,0.009965008,0.008266307
4301,5409_right,0.98759127,0.009964858,0.008266386
4302,5410_left,0.024694601,0.03893055,0.9543421
4303,5410_right,0.026889438,0.04994406,0.9414018
4304,5420_left,0.03240003,0.70977163,0.33911315
4305,5420_right,0.025833575,0.36985543,0.67319226
4306,5421_left,0.038412295,0.28620538,0.65162885
4307,5421_right,0.8102315,0.18280669,0.016589606
4308,5423_left,0.024770916,0.03884365,0.9541756
4309,5423_right,0.024661718,0.038938455,0.95439094
4310,5425_left,0.022103805,0.0542123,0.9443431
4311,5425_right,0.028126894,0.06289001,0.9280484
4312,5430_left,0.024673387,0.038920105,0.9543926
4313,5430_right,0.024793224,0.039179847,0.95386374
4314,5431_left,0.54850096,0.4351968,0.013572609
4315,5431_right,0.13024504,0.8668938,0.027227556
4316,5435_left,0.98008186,0.014301966,0.012229629
4317,5435_right,0.9545702,0.027715625,0.021752883
4318,5436_left,0.987299,0.010223244,0.008282883
4319,5436_right,0.9875909,0.009965107,0.008266378
4320,5437_left,0.98751694,0.01000902,0.0082993265
4321,5437_right,0.9875903,0.0099642845,0.008267054
4322,5441_left,0.02477505,0.039652456,0.95371693
4323,5441_right,0.024428902,0.05580618,0.940338
4324,5443_left,0.029868718,0.2781042,0.6957218
4325,5443_right,0.043430034,0.9295285,0.064868934
4326,5444_left,0.9875909,0.009964651,0.008266592
4327,5444_right,0.9314108,0.022991933,0.038987342
4328,5448_left,0.98759127,0.009964834,0.0082664015
4329,5448_right,0.98503727,0.012101435,0.0086351475
4330,5453_left,0.036043014,0.84171474,0.17150639
4331,5453_right,0.98747814,0.010074953,0.008237216
4332,5454_left,0.65122074,0.33897108,0.011916291
4333,5454_right,0.9740544,0.020326588,0.011077915
4334,5456_left,0.051153943,0.94360566,0.04564492
4335,5456_right,0.3187031,0.67859215,0.018404141
4336,5457_left,0.98758996,0.009966034,0.00826601
4337,5457_right,0.9875844,0.009968952,0.008267485
4338,5459_left,0.043403618,0.95038456,0.050802425
4339,5459_right,0.18333443,0.8148225,0.024381485
4340,5465_left,0.026737673,0.04019399,0.9495879
4341,5465_right,0.987591,0.009964957,0.008266459
4342,5467_left,0.042350642,0.9320645,0.06594963
4343,5467_right,0.043912362,0.9481732,0.051761687
4344,5468_left,0.6951472,0.29611862,0.017875541
4345,5468_right,0.89078987,0.1002374,0.012630728
4346,5471_left,0.98759127,0.009964858,0.008266393
4347,5471_right,0.98759127,0.0099648535,0.008266386
4348,5472_left,0.8110609,0.14948027,0.016356522
4349,5472_right,0.98758173,0.009970919,0.008267992
4350,5473_left,0.9730199,0.022880489,0.008787112
4351,5473_right,0.5203033,0.41466844,0.019291408
4352,5475_left,0.028298546,0.48488346,0.58232343
4353,5475_right,0.027046323,0.07937915,0.91779906
4354,5482_left,0.98759127,0.009964849,0.008266389
4355,5482_right,0.98759115,0.009964891,0.008266389
4356,5488_left,0.024657464,0.038936153,0.95441073
4357,5488_right,0.02469537,0.039038133,0.95427394
4358,5490_left,0.43991786,0.5546654,0.024739994
4359,5490_right,0.13047215,0.8566741,0.028065862
4360,5492_left,0.04386574,0.9488303,0.05129968
4361,5492_right,0.046589427,0.9471397,0.048190042
4362,5496_left,0.9875902,0.00996562,0.008266389
4363,5496_right,0.9875907,0.009965338,0.008266268
4364,5497_left,0.024371449,0.5493658,0.5156581
4365,5497_right,0.9869508,0.010382174,0.00850611
4366,5500_left,0.19398136,0.78392816,0.026453564
4367,5500_right,0.914277,0.07058435,0.00841427
4368,5501_left,0.04378466,0.9497628,0.050793346
4369,5501_right,0.20371836,0.72540694,0.03283226
4370,5505_left,0.9875888,0.009965658,0.008267839
4371,5505_right,0.9875909,0.009964806,0.008266553
4372,5506_left,0.94826627,0.04133658,0.014724304
4373,5506_right,0.026664013,0.12759136,0.8582155
4374,5508_left,0.98759127,0.009964872,0.008266378
4375,5508_right,0.98756814,0.009969304,0.008280443
4376,5511_left,0.98751384,0.010038655,0.008260004
4377,5511_right,0.9869255,0.010612844,0.0081046475
4378,5512_left,0.98701686,0.010495597,0.008254405
4379,5512_right,0.9873815,0.0101367105,0.008308279
4380,5513_left,0.12433795,0.800262,0.072726965
4381,5513_right,0.041836914,0.56138885,0.3381396
4382,5514_left,0.98759127,0.0099648535,0.008266386
4383,5514_right,0.98759127,0.0099648535,0.008266386
4384,5515_left,0.05470048,0.93497753,0.049516395
4385,5515_right,0.9875907,0.0099653145,0.00826642
4386,5516_left,0.043519486,0.68311006,0.2715364
4387,5516_right,0.046372965,0.9387271,0.05667858
4388,5520_left,0.04930506,0.9405231,0.05189244
4389,5520_right,0.9459452,0.03974209,0.010310037
4390,5521_left,0.9874418,0.010090711,0.00828816
4391,5521_right,0.98759127,0.0099648535,0.008266386
4392,5523_left,0.84909356,0.13189818,0.022248272
4393,5523_right,0.04628965,0.9456648,0.05099786
4394,5525_left,0.98759127,0.009964849,0.008266389
4395,5525_right,0.987591,0.009964971,0.008266436
4396,5526_left,0.8500957,0.1696182,0.0056714597
4397,5526_right,0.8274072,0.13950549,0.01715437
4398,5530_left,0.034956783,0.83981466,0.17718595
4399,5530_right,0.02466268,0.038951892,0.9543905
4400,5533_left,0.98423773,0.013247451,0.0077703055
4401,5533_right,0.98695487,0.010404798,0.008502355
4402,5534_left,0.98759055,0.009965168,0.00826653
4403,5534_right,0.9875903,0.00996419,0.008267078
4404,5537_left,0.98759055,0.009965475,0.008266261
4405,5537_right,0.7111253,0.2742672,0.007975584
4406,5538_left,0.04734595,0.94383657,0.051831126
4407,5538_right,0.13071552,0.83871955,0.048013326
4408,5540_left,0.9875874,0.009962779,0.008269114
4409,5540_right,0.98759115,0.009964778,0.008266459
4410,5541_left,0.034108736,0.37161946,0.6276435
4411,5541_right,0.043590978,0.87072814,0.11593349
4412,5542_left,0.07959852,0.8156566,0.06955516
4413,5542_right,0.9875299,0.010025286,0.00825424
4414,5543_left,0.049108762,0.93348616,0.05631954
4415,5543_right,0.16548756,0.7776482,0.053747457
4416,5558_left,0.9699157,0.026123112,0.008880823
4417,5558_right,0.98631036,0.010947913,0.008597195
4418,5559_left,0.98758495,0.009969949,0.008267265
